Month,keyword,count,tweets
4'21,good,784,"['  cornell   jay i agree  really good ', '      diedrich this is a good example too  cornell became ceo in 2014  which is after target started it s order online pick up in store  flexible fullfilment  thing  after it started it s p fresh store model  those are the things that let target stay open when other stores had to close ', '  cornell that ll be fun  too  good luck to him and his team  but i m sure they ll enjoy just being out there playing ', '  alice and her husband  captain cornell plant immersed themselves in local river life  living on their chinese junk during low water seasons and transporting passengers and goods through the gorges   the plants  ease among the chinese of all classes is what endeared them to many   ', '  the pretty reckless are pretty damn awesome  i ve enjoyed a number of their songs  the sheer fact that became good friends with chris cornell during their tour together tells me everything i need to know']"
4'21,music,745,"['  kurt cobain was a great shock  and was the beginning of so many rock stars that either over dosed or took their own lives  ie  chris cornell  layne staley  chester bennington  and too many others  shocking period for musical celebrity ', '  kurt cobain  chris cornell  chester bennington    man  musicians from my generation   just so sad  ', '          i totally missed chris cornell at 19  love that too  he had a great voice but i thought most of his music was blah at best ', 'the 100 worst music artists of all time  20 11    20    19  chris cornell 18  paris hilton 17  creed 16    15  pitbull 14    13  nicole scherzinger 12    11  audioslave  worstmusic  worstofalltime  ', '  chris cornell  he s a god within the music world but a no name to the general public  he deserved more ']"
4'21,soundgarden,724,"['chris cornell of soundgarden  amp  audioslave and chester bennington of linkin park   ', '  i don t usually get upset over celebrity deaths  but i m a big music fan and chris cornell dying when soundgarden had made a huge comeback and were readying yet another album   that sucked  he was such an amazing musician  amp  vocalist ', 'bacana quando o soundgarden fez uma m sica com a tem tica  aborto   reza a lenda que o chris cornell escreveu essa m sica como se ele estivesse querendo voltar ao  tero para morrer  ', '  chris cornell    always loved soundgarden and audioslave but there have been other bands i followed more closely  his death just really got to me ', ' historias   chris cornell  la juventud que rezo por mantener      te contamos todo sobre el nuevo disco p stumo del ex vocalista de soundgarden  y aprovechamos para repasar la estela de su recuerdo        ']"
4'21,love,717,"['  andrew wood  mother love bone layne staley  alice in chains kurt cobain  nirvana scott weiland  stone temple pilots chris cornell then very quickly after  chester bennington   thankfully eddie veder stayed strong throughout    depression  mentalhealthawareness   mentalhealth', 'chris cornell   i love him forever and this masterpiece piece  r i p      ', '    love it ', 'cornell west stated justice is what love looks like in public', 'everyone at my favorite home team   absolutely loves the cornell lab of ornithology and bird note   i guess its just a public radio thing      ']"
4'21,great,714,"['  kurt cobain was a great shock  and was the beginning of so many rock stars that either over dosed or took their own lives  ie  chris cornell  layne staley  chester bennington  and too many others  shocking period for musical celebrity ', '        tech       you are  nick is  amazing   you ll do great things ', '  cornell oh  this is such sad news  such a terrific scientist  teacher  and person  i met him on my first visit to berkeley in 1986  when i gave a seminar  he was so welcoming  and interested in all the various ways of studying evolution  we ve lost a great scientist and a mensch ', '  vinyl check out matt james  lease signer with btm with small town titans covering hunger strike  great voices  not cornell or vedder   but then  who is  ', '          i totally missed chris cornell at 19  love that too  he had a great voice but i thought most of his music was blah at best ']"
4'21,people,650,"['  cornell   stout the jagwires people should be strung up and quartered', 'i m forever grateful to the several selfless people that saved my life 5 years ago  but especially to this amazing human right here   annualcheckup   weill cornell medicine  ', ' is that the type of university we are to become  where people are afraid to exchange ideas  i now seek intellectual engagement outside  cornell    this breaks my heart  i was proud to go here when open discussion  amp  differing views were allowed  far too rare in    academia today  ', '  cornell it s fine  i have friends and i want them to find their love person  and i believe in you and maddison that both of you will find people that love you both  for me it will never happen', ' 1 3   it s my anniversary  on april 29  2009 i defended my phd dissertation     12 yrs later  three things i ve learned   1  we need more role models than what academia has to offer both in terms of diverse representation of people as well as careers paths ']"
4'21,school,647,"['      cornell is one of the t14  which are the most selective law schools  and it s distribution looks like that  except more in the upper mode   all their graduates went into biglaw  mostly in nyc  or into public sector law ', '  cornell thomas manatee high school bradenton fl  lb 5 11 215  lbs 11 5 100 meter time 3 4 gpa 1050 sat 347 883 7501  ', '  cornell thomas manatee high school bradenton  fl  lb 5 11 215  lbs 11 5 100 meter time 3 4 gpa 1050 sat 347 883 7501  ', 'first yale  now cornell  yiddish will soon fulfill the language requirement at the ivy league school    ', '    why does the pickle factory recruit heavily from cornell university founded at finger lakes  what is the sphinx head society  who gave the largest donation to the school the same year joe biden spoke there  we know what few can even comprehend  how ']"
4'21,west,599,"['  i listen to maybe 33  of the episodes  the one he had with dr  cornell west remains a favorite podcast episode  i like the ufo stuff too ', '            it isn t   cornell west has a grudge against obama because obama didn t kiss his butt', '          cornell west needs to let it go and move on with his life  he s still mad at obama for ignoring him ', '          this is why i have little use for dr  cornell west   was he in a coma between 2009 2017   no matter what former president obama did  that congress wouldn t have worked with him ', '    cornell west is attacking president obama saying he was weak but all trump done he didn t open his mouth']"
4'21,covid,587,"['    google is free false information according to cornell science  and many others scientists they are suing the cdc for not being able to produce a single sample off covid only flu a and b just saying', 'cornell partners with cuomo administration to develop citizen covid 19 training   ', 'following its largest covid spike to date  cornell s case count has begun to decrease    ', 'in the study  researchers at weill cornell medicine and their colleagues also identified new potential treatments for covid 19 patients and described a model for drug screening   ', 'in the study  researchers at weill cornell medicine and their colleagues also identified new potential treatments for covid 19 patients and described a model for drug screening   ']"
4'21,think,580,"['  chris cornell  it made me appreciate and realize that relapse is possible with tragic consequences  even when you think you ve recovered ', '  kurt cobain  anthony bourdain  chris cornell  kobe bryant  layne staley  dimebag darrell  and vinnie paul  those are several that i can think of off the top of my head  i m sure there are more ', '    me  too  it was weird because he wasn t even my favorite  just really unexpected  i think there was something very odd about it  kind of like chris cornell and chester bennington ', ' gtc21 on demand  listen to industry experts from cornell university             design  and   bagot to learn how they use    and get insights on how they think it will change  aec       ', '      i also like cornell powell and really love josh palmer in other rounds who can come in and produce behind aj and reynolds who i think makes a big impact this season ']"
